StartDate,LongStock,LongStartPrice,ShortStock,ShortStartPrice,ClosingDate,LongClosingPrice,ShortClosingPrice,Status,GrossProfit,GrossProfitMinusOrderfees,ReturnRate,ReturnRatePA
173,DTE,129.3190460205078,PEG,66.02946472167969,183,117.7911911010742,58.03109359741211,Normally closed,15.9953083592257,12.9953083592257,0.0129953083592257,0.3845458287156731
176,DTE,124.2117309570312,PEG,63.44287490844727,183,117.7911911010742,58.03109359741211,Normally closed,16.80567744420131,13.80567744420131,0.01380567744420131,0.638211174506548
186,PEG,54.32779693603516,DTE,113.2044067382812,189,57.08618545532227,113.5970077514648,Normally closed,23.652494326105,19.652494326105,0.019652494326105,4.128420425306135
192,DTE,102.9296340942383,PEG,52.80066680908203,208,107.353630065918,53.51650619506836,Normally closed,14.71169360771705,12.21169360771705,0.01221169360771705,0.2106643823477909
193,DTE,101.8475723266602,PEG,52.88656616210938,208,107.353630065918,53.51650619506836,Normally closed,21.07529676384566,18.57529676384566,0.01857529676384567,0.3623375823992128
194,DTE,101.7901306152344,PEG,52.61931991577148,208,107.353630065918,53.51650619506836,Normally closed,18.80302988305019,16.30302988305019,0.01630302988305019,0.3378824783288812
195,DTE,98.63970947265625,PEG,51.04446411132812,208,107.353630065918,53.51650619506836,Normally closed,19.95585408373134,17.45585408373134,0.01745585408373134,0.3985774736434406
231,DTE,110.178466796875,PEG,58.14563369750977,353,104.7802658081055,58.10837554931641,Normally closed,-24.17714533715292,-26.23775139775898,-0.02623775139775899,-0.05343883519169912
232,DTE,109.2209091186523,PEG,57.52523422241211,353,104.7802658081055,58.10837554931641,Normally closed,-25.39729321392898,-27.45789927453504,-0.02745789927453504,-0.05633571930401926
251,DTE,113.7699584960938,PEG,59.76248550415039,353,104.7802658081055,58.10837554931641,Normally closed,-25.66916814235889,-27.72977420296495,-0.02772977420296495,-0.06711808843212741
255,DTE,116.2797317504883,PEG,61.14939880371094,353,104.7802658081055,58.10837554931641,Normally closed,-24.58190158331726,-26.64250764392332,-0.02664250764392332,-0.06708247157357938
256,DTE,115.8550033569336,PEG,61.32275772094727,353,104.7802658081055,58.10837554931641,Normally closed,-21.58695931276175,-23.64756537336781,-0.02364756537336781,-0.06027966486068981
257,DTE,116.5307006835938,PEG,61.6117057800293,353,104.7802658081055,58.10837554931641,Normally closed,-21.98704527289763,-24.04765133350369,-0.02404765133350369,-0.06189789478601737
259,DTE,113.8375244140625,PEG,60.34999465942383,353,104.7802658081055,58.10837554931641,Normally closed,-21.2096907793815,-23.27029683998757,-0.02327029683998756,-0.06117061059867401
260,DTE,113.2390441894531,PEG,60.58115005493164,353,104.7802658081055,58.10837554931641,Normally closed,-16.94043491147719,-19.00104097208325,-0.01900104097208325,-0.05065416654733312
261,DTE,109.947380065918,PEG,58.58746337890625,353,104.7802658081055,58.10837554931641,Normally closed,-19.40946879941602,-21.47007486002208,-0.02147007486002208,-0.05771720296018135
262,DTE,108.6538772583008,PEG,57.80732345581055,353,104.7802658081055,58.10837554931641,Normally closed,-20.42939045532611,-22.48999651593218,-0.02248999651593218,-0.06104808470456591
264,DTE,109.8218841552734,PEG,58.64524459838867,353,104.7802658081055,58.10837554931641,Normally closed,-18.37635445939998,-20.43696052000604,-0.02043696052000604,-0.0567896335307192
265,DTE,109.4936904907227,PEG,58.70303726196289,353,104.7802658081055,58.10837554931641,Normally closed,-16.45872782275673,-18.51933388336279,-0.01851933388336279,-0.0521223542978182
266,DTE,109.4743804931641,PEG,58.60671997070312,353,104.7802658081055,58.10837554931641,Normally closed,-17.18773179605101,-19.24833785665707,-0.01924833785665707,-0.05474200368856041
267,DTE,109.4164733886719,PEG,58.78008270263672,353,104.7802658081055,58.10837554931641,Normally closed,-15.47232742474146,-17.53293348534752,-0.01753293348534752,-0.05051095775040471
272,DTE,110.7292709350586,PEG,59.83953475952148,353,104.7802658081055,58.10837554931641,Normally closed,-12.39782659179589,-14.45843265240195,-0.01445843265240196,-0.04429896752859164
282,DTE,109.4647369384766,PEG,59.4928092956543,353,104.7802658081055,58.10837554931641,Normally closed,-9.76186663671693,-11.82247269732299,-0.01182247269732299,-0.04133296917429408
288,DTE,107.6692810058594,PEG,59.25202178955078,353,104.7802658081055,58.10837554931641,Normally closed,-3.765459664915976,-5.826065725522037,-0.005826065725522037,-0.02239860404160898
289,DTE,105.9027862548828,PEG,58.20220947265625,353,104.7802658081055,58.10837554931641,Normally closed,-4.493665482940042,-6.554271543546102,-0.006554271543546103,-0.02556005662567862
290,DTE,103.1516876220703,PEG,56.38188171386719,353,104.7802658081055,58.10837554931641,Normally closed,-7.416621168225621,-9.477227228831682,-0.009477227228831682,-0.0373733987285636
291,DTE,104.5996322631836,PEG,57.66284942626953,353,104.7802658081055,58.10837554931641,Normally closed,-2.999746884462702,-5.060352945068763,-0.005060352945068763,-0.02040896219418697
292,DTE,105.5552749633789,PEG,58.14441680908203,353,104.7802658081055,58.10837554931641,Normally closed,-3.361176947813814,-5.421783008419874,-0.005421783008419875,-0.02220879636946493
293,DTE,105.1401977539062,PEG,57.88437271118164,353,104.7802658081055,58.10837554931641,Normally closed,-3.646592536288061,-5.707198596894122,-0.005707198596894122,-0.02375226401366648
308,DTE,102.9203186035156,PEG,57.59294128417969,353,104.7802658081055,58.10837554931641,Normally closed,4.561055970659183,2.500449910053122,0.002500449910053122,0.01408329049655399
309,DTE,103.4656372070312,PEG,58.23480606079102,353,104.7802658081055,58.10837554931641,Normally closed,7.438495632500421,5.377889571894361,0.005377889571894361,0.03119478436294543
310,DTE,105.1113586425781,PEG,59.65469360351562,353,104.7802658081055,58.10837554931641,Normally closed,11.3856110602877,9.325004999681642,0.009325004999681643,0.05590227569610517
311,DTE,105.8417053222656,PEG,60.17012786865234,353,104.7802658081055,58.10837554931641,Normally closed,12.11841197982363,10.05780591921757,0.01005780591921757,0.0618847303753518
